0.834235376,-10.25682574
1.633373036,-12.15466819
4.904832104,-1.984249777
1.740283418,9.581601671
1.476853078,-9.81702203
0.419492473,8.775825619
-2.193300164,-5.545814272
6.124588137,-1.794896548
-4.802672962,-10.8488657
11.25992917,12.292373
-7.747847729,0.551750173
2.534646591,-10.29215655
-0.973925578,1.949159515
-0.878084708,16.20804784
-2.871322676,-6.082917152
1.935131879,-8.227056492
-4.710464758,-1.681295501
0.896620414,-4.113066016
-1.990651267,14.2430126
4.673102359,-8.727663739
7.645160609,-0.291995223
5.328333746,0.293207072
-4.031279572,0.806404099
6.975522075,0.523455292
7.884579735,1.373731571
-2.131968786,9.075696647
15.30068551,4.161127055
-5.913558798,-0.957362755
-10.41526458,0.763961778
13.69343106,5.326658991
-2.980568834,-1.069476334
-3.408531504,4.053663593
1.397461971,7.65380037
5.846952809,9.491359571
1.665629122,10.19269241
7.636951786,-2.495444779
-13.708735,2.481520286
-1.249992969,-11.38491371
2.612720335,-6.161850032
-3.454027412,-0.292747289
-4.155243852,-0.822857244
-0.68241117,-11.87200149
-2.047821622,7.203576819
-3.114125318,10.12656678
-3.433047578,7.74384508
-6.370443907,-2.198369055
3.350218083,-4.082225646
-4.630401681,9.548274647
-12.22660563,3.397235124
1.575717062,7.421044431
4.524475117,-6.409148924
-0.35513736,-6.008577117
7.130330572,1.979491332
5.403252338,-2.871413172
-2.595203024,-6.285256175
7.283323801,15.97200263
0.625706613,11.54204832
0.551732898,-6.174011612
0.098953509,2.341162466
-6.426834809,-7.933381917
-1.275205988,1.35784146
-0.071853141,-8.632556766
1.220907504,-13.44341238
2.461034691,2.166740512
1.911774738,11.17853528
-1.965537916,-2.673225394
-13.25156049,-4.629916147
-5.510335788,8.843774155
-5.023730465,16.33625396
0.070056327,10.89083598
5.836913429,-14.89873911
8.25872034,2.058662859
-8.038001853,-0.254035844
-2.52810281,5.492727324
0.351068636,-7.493448665
-10.30519092,-14.10012763
6.067744943,2.364917718
1.067034001,6.17441944
-4.715160643,-10.79679829
6.93837562,-8.5537671
2.701381314,-12.10836116
-6.993116285,4.420764605
-1.487491786,-3.944132716
9.33733666,6.331555334
2.213026143,-7.949634072
3.513514831,-9.058163311
-0.809933436,-14.46727666
0.797512564,-7.068255862
-4.9835799,10.44323249
-2.787129482,1.578243089
10.91200903,2.073599143
-16.22475455,-0.475952214
12.79800643,1.674988494
-2.003141363,-0.145997612
-0.712789008,-6.654977126
-0.432739274,-8.133860932
-1.788718391,-7.476377872
3.05874412,-0.876142561
2.306255344,-10.07489593
1.686464697,-3.089187032
2.378417648,-9.311943063
-8.219207143,-3.294609399
1.033459343,7.161205985
2.548167635,5.200926874
-4.437171458,-9.402350277
-2.018050763,-6.100395699
1.935288721,-1.88792224
-12.2989951,1.49423434
-5.659079339,-7.394220039
1.193020946,10.32536953
6.136184367,1.087789715
-3.673762631,-8.407870921
-8.975408114,1.563697715
-1.173278666,-6.019940624
-3.49998968,-6.142396161
-2.248348494,-7.566519177
4.679258525,-10.2160152
1.520491554,10.09468575
-0.879548637,0.951971878
13.16118905,1.053984305
1.788816067,-11.4613495
-1.950965469,9.64889854
3.822296402,2.464523572
4.129288094,2.207256537
10.28769364,-12.93988507
-0.752051636,7.829018449
-1.1641961,5.402682614
-5.389331185,-3.109518983
-4.871441812,10.08500755
6.860057126,3.39460365
3.957743062,10.89672347
1.281501433,-5.786061709
-2.008903381,-7.301988791
